letter,position,percent1,delta,x,y
i,6,0.2,0.066666667,1,8
z,4,0.162790698,0.162790698,8,1
l,6,0.166666667,0.033333333,2,4
x,4,0.170212766,0.170212766,7,1
c,8,0.045454545,0.022727273,2,3
p,4,0.090909091,0.03030303,1,10
y,8,0.117647059,0.039215686,3,8
q,2,0.089552239,0.029850746,3,2
v,6,0.105263158,0.052631579,8,1
e,8,0.166666667,0.104166667,7,1
u,6,0.063829787,0.042553191,1,8
r,8,0.296296296,0.111111111,3,8
w,6,0.298507463,0.104477612,9,3
r,4,0.185185185,0.185185185,5,1
c,4,0.045454545,0.022727273,1,4
b,6,0.083333333,0.05,4,1
p,2,0.090909091,0.015151515,1,6
t,8,0.027027027,-0.108108108,2,0
u,6,0.127659574,0.085106383,5,1
o,4,0.18,0.08,6,2
o,6,0.32,0.06,5,4
q,6,0.029850746,0.014925373,4,1
h,4,0.040816327,0.040816327,4,1
h,8,0.142857143,0.142857143,7,1
c,4,0.272727273,0.090909091,5,3
g,8,0.038461538,0.025641026,2,2
p,4,0.303030303,0.03030303,3,7
n,6,0.240740741,0.037037037,2,6
k,8,0.285714286,0.063492063,4,8
k,4,0.047619048,0.047619048,9,1
x,8,0.276595745,0.042553191,4,6
t,2,0.027027027,0.027027027,2,1
e,8,0.3125,0.0625,4,6
l,4,0.3,0.033333333,2,5
o,8,0.32,0.06,4,5
l,8,0.166666667,0.033333333,2,4
l,4,0.133333333,0.033333333,1,3
t,6,0.027027027,0.027027027,0,8
z,8,0.209302326,0.046511628,5,3
v,2,0.078947368,0.078947368,3,1
s,8,0.162790698,0.093023256,5,1
a,6,0.1,0.06,3,1
b,4,0.166666667,0.05,5,3
o,8,0.16,0.12,8,1
l,8,0.166666667,0.066666667,3,2
r,2,0.259259259,0.037037037,3,3
t,4,0.081081081,0.054054054,1,3
z,6,0.162790698,0.046511628,2,6
s,8,0.139534884,0.069767442,3,2
v,6,0.052631579,-0.605263158,6,0
b,4,0.116666667,0.066666667,3,2
f,7,0.24,0.06,0,8
i,2,0.266666667,0.033333333,2,9
y,8,0.196078431,0.039215686,6,4
n,6,0.037037037,0.037037037,1,1
q,2,0.268656716,0.074626866,8,2
u,6,0.212765957,0.042553191,4,3
k,6,0.253968254,0.111111111,8,2
i,6,0.2,0.033333333,2,4
s,2,0.046511628,0.023255814,2,2
w,2,0.104477612,0.044776119,5,2
k,8,0.095238095,0.031746032,2,8
x,6,0.255319149,0.063829787,4,3
c,8,0.136363636,0.022727273,3,4
x,4,0.255319149,0.063829787,4,3
t,4,0.081081081,0.054054054,1,3
z,8,0.255813953,0.046511628,5,4
e,6,0.3125,0.145833333,8,2
c,6,0.159090909,0.090909091,5,1
x,6,0.29787234,0.042553191,4,4
v,2,0.263157895,0.078947368,5,3
f,7,0.24,0.06,0,8
p,6,0.106060606,0.015151515,2,2
m,1,0.315068493,0.04109589,10,0
m,4,0.136986301,0.02739726,2,4
j,6,0.238095238,0.047619048,1,10
o,6,0.14,0.04,2,4
l,6,0.133333333,0.033333333,2,3
s,8,0.255813953,0.093023256,5,2
h,6,0.12244898,0.020408163,2,5
o,8,0.2,0.08,5,2
g,8,0.102564103,0.038461538,4,2
g,2,0.179487179,0.08974359,8,1
t,8,0.135135135,0.027027027,1,8
i,2,0.066666667,0.033333333,2,2
w,2,0.134328358,0.134328358,10,1
k,4,0.158730159,0.015873016,1,9
i,5,0.1,0.1,5,0
i,4,0.133333333,0.033333333,2,3
d,2,0.060606061,0.03030303,3,2
k,6,0.047619048,0.047619048,2,1
z,8,0.093023256,0.046511628,3,2
n,8,0.314814815,0.055555556,5,5
e,8,0.083333333,0.020833333,2,5
r,6,0.074074074,0.074074074,2,1
t,6,0.027027027,0.027027027,1,1
z,4,0.046511628,0.046511628,2,1
l,8,0.3,0.033333333,2,8
w,4,0.268656716,0.029850746,4,6
s,4,0.209302326,0.093023256,6,2
k,4,0.253968254,0.047619048,4,5
m,8,0.232876712,0.054794521,9,3
i,8,0.2,0.033333333,2,5
k,8,0.158730159,0.015873016,4,4
a,4,0.1,0.1,6,1
l,2,0.3,0.1,4,3
b,4,0.266666667,0.033333333,3,6
b,6,0.116666667,0.066666667,5,1
l,2,0.1,0.1,5,1
o,4,0.12,0.12,8,1
u,5,0.234042553,0.170212766,7,0
s,6,0.093023256,-0.441860465,4,0
j,8,0.238095238,0.071428571,5,2
i,2,0.266666667,0.033333333,2,9
g,6,0.166666667,0.038461538,3,3
o,8,0.26,0.06,5,3
t,6,0.27027027,0.027027027,1,9
y,6,0.137254902,0.078431373,4,1
d,2,0.272727273,0.075757576,6,5
q,8,0.149253731,0.029850746,3,3
b,8,0.233333333,0.016666667,2,8
c,8,0.136363636,0.022727273,3,4
m,2,0.054794521,0.054794521,5,1
e,8,0.3125,0.0625,4,6
q,2,0.074626866,-0.597014925,6,0
g,2,0.128205128,0.025641026,3,3
r,4,0.185185185,0.037037037,2,3
i,4,0.033333333,0.033333333,1,2
t,2,0.108108108,0.054054054,2,3
f,8,0.06,0.02,3,8
z,6,0.209302326,0.023255814,3,4
v,8,0.131578947,0.052631579,3,5
u,4,0.127659574,0.127659574,6,1
q,4,0.208955224,0.029850746,2,6
h,8,0.06122449,0.020408163,2,2
y,6,0.254901961,0.039215686,3,8
n,4,0.055555556,0.055555556,2,1
m,2,0.219178082,0.054794521,7,3
m,6,0.150684932,0.150684932,10,1
m,4,0.109589041,0.054794521,3,2
f,2,0.16,0.02,3,5
q,4,0.208955224,0.044776119,4,4
y,4,0.196078431,0.039215686,3,3
d,6,0.060606061,0.03030303,2,2
v,4,0.236842105,0.105263158,6,2
u,6,0.212765957,0.085106383,5,2
l,4,0.033333333,0.033333333,0,2
o,6,0.04,-0.7,7,0
d,4,0.075757576,0.03030303,2,7
q,6,0.074626866,0.029850746,2,5
j,8,0.261904762,0.023809524,2,11
z,8,0.11627907,0.023255814,2,8
n,2,0.037037037,0.037037037,4,1
k,8,0.111111111,0.047619048,4,2
m,6,0.054794521,0.01369863,1,3
a,4,0.32,0.08,4,5
z,4,0.279069767,0.139534884,6,2
p,2,0.045454545,-0.303030303,4,0
z,2,0.255813953,0.023255814,4,5
d,8,0.166666667,0.106060606,7,1
g,4,0.076923077,-0.769230769,7,0
u,8,0.085106383,-0.680851064,7,0
a,2,0.12,0.02,3,6
o,4,0.18,0.08,6,2
s,2,0.255813953,0.069767442,4,4
b,3,0.2,0.033333333,0,9
l,6,0.2,0.066666667,4,2
r,8,0.148148148,0.148148148,6,1
x,4,0.255319149,0.063829787,4,3
t,8,0.243243243,0.027027027,2,5
h,8,0.142857143,0.040816327,5,2
r,2,0.185185185,0.185185185,5,1
i,8,0.3,0.033333333,2,8
u,6,0.212765957,0.127659574,7,1
y,6,0.156862745,0.019607843,2,9
h,4,0.142857143,0.040816327,3,3
n,8,0.296296296,0.055555556,4,5
y,8,0.137254902,0.039215686,4,6
t,4,0.243243243,0.027027027,1,9
v,6,0.105263158,0.052631579,2,7
w,2,0.223880597,0.014925373,4,7
h,2,0.163265306,0.081632653,5,6
u,6,0.106382979,0.042553191,3,2
y,6,0.274509804,0.039215686,7,3
h,4,0.040816327,0.040816327,4,1
x,2,0.085106383,0.085106383,5,1
s,2,0.186046512,0.046511628,2,6
h,2,0.040816327,0.020408163,6,2
y,2,0.117647059,0.058823529,4,1
h,4,0.081632653,0.020408163,2,3
b,8,0.166666667,0.066666667,5,2
q,4,0.194029851,0.104477612,9,1
m,4,0.054794521,0.02739726,1,2
h,8,0.224489796,0.040816327,3,5
t,2,0.054054054,0.054054054,3,1
l,6,0.3,0.033333333,2,8
p,4,0.121212121,0.03030303,1,11
g,6,0.08974359,0.012820513,1,5
d,4,0.287878788,0.090909091,9,5
f,8,0.16,0.06,7,2
q,6,0.149253731,0.029850746,3,6
k,8,0.111111111,0.111111111,7,1
u,4,0.085106383,0.085106383,4,1
b,4,0.25,0.016666667,2,11
v,7,0.184210526,0.078947368,0,7
v,6,0.052631579,0.026315789,3,4
i,4,0.1,0.066666667,2,2
k,6,0.174603175,0.015873016,1,10
q,4,0.104477612,0.029850746,3,2
m,6,0.178082192,0.068493151,7,2
v,4,0.052631579,0.026315789,1,2
j,8,0.119047619,0.023809524,2,5
f,8,0.22,0.06,5,7
u,4,0.212765957,0.021276596,2,7
s,6,0.093023256,-0.441860465,4,0
l,6,0.1,0.033333333,2,2
k,8,0.206349206,0.095238095,7,2
p,5,0.303030303,0.181818182,7,0
t,2,0.216216216,0.027027027,2,6
q,2,0.029850746,0.014925373,2,1
c,4,0.227272727,0.068181818,3,4
v,8,0.078947368,0.026315789,3,4
o,6,0.1,0.02,1,6
o,4,0.18,0.08,6,2
j,4,0.166666667,0.047619048,5,2
r,7,0.296296296,0.074074074,0,8
w,8,0.104477612,0.059701493,11,1
l,6,0.266666667,0.066666667,4,3
s,8,0.069767442,0.046511628,3,1
w,2,0.149253731,0.029850746,4,4
q,6,0.28358209,0.089552239,6,4
m,8,0.164383562,0.054794521,8,2
y,8,0.137254902,0.039215686,4,6
m,6,0.164383562,0.164383562,11,1
f,4,0.1,0.04,4,3
j,3,0.166666667,0.047619048,0,7
b,2,0.25,0.1,6,6
z,4,0.162790698,0.162790698,7,1
x,4,0.234042553,0.106382979,5,2
f,4,0.3,0.1,5,5
h,6,0.142857143,0.040816327,3,3
n,8,0.037037037,0.037037037,2,1
k,6,0.095238095,0.015873016,1,5
a,2,0.12,0.06,5,2
l,4,0.1,0.1,3,1
k,4,0.047619048,0.047619048,4,1
p,6,0.212121212,0.03030303,3,4
r,8,0.259259259,0.074074074,5,3
m,6,0.273972603,0.095890411,13,2
w,6,0.164179104,0.044776119,3,7
x,6,0.212765957,0.042553191,2,7
z,6,0.069767442,0.023255814,1,6
b,2,0.033333333,0.016666667,6,2
k,6,0.26984127,0.031746032,2,8
p,4,0.242424242,0.03030303,3,5
r,4,0.037037037,0.037037037,1,1
v,8,0.105263158,0.052631579,5,1
r,8,0.296296296,0.074074074,4,6
k,2,0.095238095,0.047619048,8,2
d,8,0.060606061,-0.606060606,6,0
c,7,0.068181818,0.068181818,0,5
c,8,0.113636364,0.045454545,3,3
k,4,0.111111111,0.031746032,2,3
m,2,0.219178082,0.02739726,4,7
e,2,0.208333333,0.041666667,3,6
f,7,0.24,0.06,0,8
l,8,0.033333333,0.033333333,1,1
e,4,0.104166667,0.104166667,7,1
o,4,0.06,0.06,4,1
r,4,0.222222222,0.222222222,6,1
b,4,0.25,0.016666667,2,11
p,8,0.075757576,0.045454545,4,4
w,2,0.23880597,0.044776119,5,5
s,4,0.302325581,0.046511628,3,5
l,6,0.3,0.066666667,3,4
g,7,0.256410256,0.08974359,0,7
m,2,0.02739726,0.01369863,2,2
d,4,0.303030303,0.045454545,4,11
s,6,0.186046512,0.023255814,1,8
c,4,0.068181818,0.022727273,1,5
u,2,0.191489362,0.042553191,5,4
p,6,0.060606061,0.015151515,0,11
i,2,0.2,0.033333333,2,7
k,4,0.26984127,0.063492063,5,5
m,2,0.136986301,0.02739726,4,4
t,4,0.081081081,0.054054054,2,2
p,4,0.151515152,0.075757576,4,1
x,2,0.276595745,0.085106383,6,3
h,2,0.040816327,0.040816327,7,1
f,4,0.04,0.02,3,3
n,6,0.203703704,0.037037037,2,5
z,6,0.255813953,0.046511628,2,8
y,8,0.196078431,0.058823529,4,7
h,2,0.204081633,0.040816327,4,8
g,4,0.038461538,0.012820513,1,3
u,8,0.212765957,0.021276596,2,6
j,8,0.30952381,0.023809524,2,14
m,8,0.178082192,0.02739726,3,6
y,4,0.196078431,0.039215686,3,3
m,6,0.123287671,0.02739726,1,7
h,6,0.244897959,0.040816327,4,5
j,6,0.238095238,0.047619048,1,10
k,4,0.047619048,0.047619048,7,1
z,8,0.11627907,0.11627907,6,1
k,4,0.206349206,0.031746032,2,6
s,8,0.069767442,0.023255814,1,4
w,2,0.164179104,0.014925373,3,6
g,8,0.038461538,0.012820513,1,10
u,2,0.127659574,0.127659574,8,1
s,5,0.186046512,0.186046512,6,0
b,6,0.3,0.05,4,7
w,6,0.298507463,0.104477612,9,3
u,6,0.106382979,0.063829787,4,1
f,6,0.24,0.06,8,3
e,8,0.25,0.041666667,3,7
t,8,0.135135135,0.081081081,3,1
c,4,0.045454545,0.022727273,1,4
g,8,0.205128205,0.064102564,7,2
e,2,0.208333333,0.104166667,8,2
c,8,0.113636364,0.045454545,3,3
n,2,0.092592593,0.092592593,7,1
c,8,0.136363636,0.068181818,4,2
c,2,0.181818182,0.068181818,4,3
q,6,0.253731343,0.029850746,3,9
a,2,0.22,0.06,5,4
j,4,0.142857143,0.047619048,0,14
v,8,0.184210526,0.052631579,3,6
c,6,0.204545455,0.090909091,4,2
u,2,0.234042553,0.063829787,2,8
b,2,0.05,0.016666667,1,8
i,8,0.166666667,0.033333333,2,4
c,6,0.181818182,0.113636364,8,1
v,8,0.263157895,0.078947368,3,7
q,5,0.253731343,0.134328358,7,0
i,6,0.1,0.033333333,0,8
b,6,0.083333333,0.05,4,1
n,8,0.074074074,0.074074074,4,1
z,4,0.046511628,0.046511628,2,1
u,8,0.042553191,0.042553191,1,1
k,6,0.253968254,0.047619048,3,5
m,1,0.273972603,0.04109589,9,0
n,4,0.185185185,0.037037037,2,4
f,8,0.04,0.02,3,7
h,2,0.040816327,0.020408163,6,2
k,8,0.238095238,0.063492063,6,3
d,6,0.060606061,-0.939393939,9,0
e,2,0.208333333,0.083333333,5,3
b,2,0.183333333,0.05,3,8
u,8,0.276595745,0.042553191,4,3
h,8,0.244897959,0.06122449,6,3
g,2,0.307692308,0.012820513,3,11
s,6,0.139534884,0.046511628,2,2
p,4,0.287878788,0.03030303,5,4
u,2,0.319148936,0.085106383,8,3
p,6,0.151515152,0.075757576,8,1
o,8,0.3,0.14,8,2
k,7,0.142857143,0.142857143,0,6
d,6,0.287878788,0.03030303,4,6
z,3,0.162790698,0.162790698,0,6
q,5,0.119402985,0.104477612,6,0
j,6,0.166666667,0.023809524,0,10
h,4,0.204081633,0.020408163,2,9
n,6,0.259259259,0.074074074,5,3
s,2,0.11627907,0.046511628,4,2
o,8,0.24,0.02,2,7
u,6,0.085106383,-0.659574468,7,0
y,8,0.274509804,0.058823529,3,11
e,8,0.1875,0.083333333,5,2
a,8,0.26,0.04,5,3
d,8,0.090909091,0.060606061,4,1
a,2,0.16,0.04,4,4
t,8,0.054054054,-0.918918919,5,0
s,6,0.302325581,0.093023256,5,2
p,8,0.303030303,0.045454545,4,9
w,6,0.194029851,0.089552239,9,2
t,4,0.27027027,0.135135135,5,3
f,8,0.08,0.04,4,7
o,2,0.04,0.04,3,1
l,8,0.033333333,0.033333333,1,1
m,2,0.164383562,0.02739726,5,4
k,6,0.142857143,0.015873016,1,8
i,4,0.1,0.033333333,0,12
p,8,0.03030303,0.03030303,4,3
r,8,0.074074074,0.074074074,4,1
o,7,0.04,0.04,0,5
q,6,0.253731343,0.089552239,7,3
f,4,0.1,0.04,2,6
b,6,0.166666667,0.05,5,2
r,5,0.111111111,0.111111111,6,0
r,6,0.259259259,0.037037037,2,6
w,6,0.044776119,-0.791044776,10,0
n,6,0.055555556,0.018518519,0,8
c,4,0.295454545,0.022727273,2,8
p,6,0.121212121,0.015151515,2,3
t,2,0.108108108,0.054054054,1,9
k,6,0.26984127,0.031746032,2,8
d,6,0.303030303,0.060606061,5,4
h,2,0.06122449,0.020408163,6,3
r,2,0.148148148,0.148148148,4,1
l,2,0.2,0.066666667,3,3
b,2,0.15,0.083333333,5,6
q,2,0.134328358,0.044776119,4,2
z,2,0.255813953,0.069767442,5,3
j,8,0.047619048,0.023809524,2,2
n,2,0.055555556,0.055555556,5,1
j,8,0.166666667,0.095238095,5,1
h,8,0.142857143,0.040816327,3,3
w,6,0.104477612,0.059701493,11,1
l,6,0.266666667,0.066666667,4,3
j,2,0.166666667,0.023809524,2,7
z,6,0.279069767,0.069767442,5,3
g,6,0.294871795,0.012820513,2,11
v,6,0.184210526,0.078947368,7,2
h,8,0.081632653,0.081632653,4,1
q,2,0.28358209,0.044776119,6,4
j,4,0.095238095,0.023809524,2,2
d,2,0.106060606,0.060606061,8,2
b,2,0.083333333,0.016666667,1,10
m,4,0.219178082,0.109589041,7,2
y,5,0.098039216,0.098039216,6,0
d,8,0.272727273,0.045454545,5,4
c,4,0.227272727,0.068181818,3,4
s,4,0.209302326,0.023255814,2,5
y,6,0.039215686,0.019607843,1,1
t,8,0.135135135,0.027027027,1,8
q,4,0.044776119,0.029850746,2,1
u,6,0.042553191,-0.382978723,4,0
o,8,0.04,0.02,1,3
u,8,0.191489362,0.063829787,3,2
q,1,0.208955224,0.179104478,7,0
v,7,0.184210526,0.078947368,0,7
x,2,0.255319149,0.042553191,5,4
w,8,0.253731343,0.044776119,4,8
w,6,0.029850746,0.014925373,1,8
p,2,0.166666667,0.045454545,3,3
m,8,0.150684932,0.150684932,11,1
u,4,0.319148936,0.042553191,3,6
z,8,0.162790698,0.069767442,5,2
w,8,0.104477612,0.044776119,7,2
r,2,0.037037037,0.037037037,1,1
j,3,0.047619048,0.047619048,0,5
b,4,0.116666667,0.066666667,7,2
w,6,0.134328358,0.044776119,5,3
z,6,0.093023256,0.093023256,4,1
v,8,0.263157895,0.078947368,3,7
u,6,0.170212766,0.063829787,4,2
y,8,0.254901961,0.039215686,7,4
s,6,0.162790698,0.023255814,2,3
j,6,0.166666667,0.023809524,0,10
i,8,0.2,0.033333333,2,5
z,4,0.186046512,0.046511628,3,3
y,2,0.196078431,0.039215686,4,3
v,7,0.289473684,0.105263158,0,8
y,4,0.176470588,0.078431373,6,1
k,4,0.206349206,0.047619048,7,4
n,2,0.148148148,0.055555556,4,3
r,6,0.185185185,0.037037037,2,4
o,8,0.04,-0.54,6,0
v,8,0.026315789,0.026315789,3,2
j,2,0.095238095,0.023809524,2,4
i,8,0.2,0.066666667,4,2
z,4,0.162790698,0.023255814,2,6
b,2,0.283333333,0.1,8,5
j,4,0.166666667,0.071428571,2,4
