letter,position,percent1,delta,x,y
c,4,0.295454545,0.022727273,2,8
o,2,0.16,0.04,2,5
q,2,0.268656716,0.074626866,9,2
h,7,0.244897959,0.081632653,0,7
e,4,0.270833333,0.0625,3,5
e,7,0.166666667,0.104166667,0,6
y,6,0.156862745,0.019607843,2,9
d,4,0.151515152,0.045454545,2,9
z,2,0.093023256,0.046511628,3,2
t,3,0.27027027,0.135135135,0,8
y,6,0.078431373,0.019607843,1,10
y,2,0.176470588,0.078431373,6,1
l,4,0.3,0.033333333,2,5
n,2,0.203703704,0.055555556,4,4
z,7,0.302325581,0.139534884,0,7
h,4,0.102040816,0.06122449,6,2
l,8,0.3,0.066666667,3,4
g,6,0.166666667,0.038461538,3,3
r,6,0.074074074,0.074074074,2,1
w,8,0.134328358,0.044776119,5,3
q,8,0.044776119,-0.164179104,3,0
m,2,0.191780822,0.02739726,5,5
s,8,0.255813953,0.023255814,2,8
p,6,0.121212121,0.015151515,2,3
d,6,0.227272727,0.045454545,4,4
m,2,0.109589041,0.109589041,9,1
b,6,0.15,0.1,8,1
m,4,0.232876712,0.04109589,3,5
i,8,0.1,0.1,3,1
m,8,0.205479452,0.04109589,6,4
f,5,0.06,0.06,6,0
y,6,0.137254902,0.078431373,8,1
t,4,0.324324324,0.081081081,3,4
x,8,0.29787234,0.042553191,5,4
q,8,0.029850746,0.014925373,1,1
q,8,0.074626866,-0.597014925,6,0
z,2,0.046511628,0.023255814,2,2
i,6,0.1,0.033333333,0,8
f,5,0.06,0.06,6,0
h,4,0.102040816,0.020408163,2,4
i,6,0.233333333,0.066666667,4,2
z,2,0.186046512,0.046511628,4,3
n,8,0.240740741,0.055555556,4,4
j,7,0.214285714,0.119047619,0,6
h,6,0.183673469,0.020408163,2,8
n,6,0.12962963,0.12962963,6,1
q,4,0.253731343,0.014925373,2,8
z,8,0.069767442,0.023255814,2,3
u,4,0.191489362,0.042553191,4,3
a,2,0.04,0.04,4,1
q,6,0.149253731,0.074626866,9,1
x,6,0.191489362,0.191489362,8,1
p,8,0.106060606,0.03030303,2,7
t,7,0.054054054,0.054054054,0,5
n,6,0.12962963,0.12962963,6,1
r,6,0.111111111,0.037037037,1,8
v,7,0.105263158,0.052631579,0,6
x,4,0.106382979,0.042553191,2,2
l,4,0.133333333,0.033333333,1,3
e,2,0.104166667,0.104166667,8,1
d,7,0.287878788,0.106060606,0,7
e,4,0.145833333,0.0625,5,2
h,2,0.12244898,0.020408163,2,10
d,8,0.03030303,0.03030303,2,1
j,4,0.166666667,0.047619048,3,2
t,6,0.162162162,0.108108108,5,1
p,4,0.212121212,0.015151515,2,9
s,8,0.069767442,0.046511628,3,1
j,8,0.214285714,0.047619048,3,4
v,2,0.157894737,0.026315789,2,4
r,6,0.074074074,0.074074074,2,1
w,6,0.029850746,0.014925373,1,8
f,4,0.14,0.06,3,5
p,4,0.090909091,0.03030303,1,10
i,8,0.233333333,0.066666667,3,3
g,8,0.307692308,0.038461538,4,8
n,6,0.203703704,0.037037037,1,8
r,2,0.037037037,0.037037037,1,1
j,8,0.238095238,0.023809524,2,10
v,7,0.184210526,0.078947368,0,7
c,4,0.25,0.136363636,7,2
q,4,0.179104478,0.044776119,5,2
s,6,0.093023256,-0.837209302,6,0
w,4,0.179104478,0.029850746,3,5
z,2,0.302325581,0.069767442,6,3
e,2,0.208333333,0.041666667,3,6
y,8,0.137254902,0.039215686,5,4
z,6,0.069767442,0.023255814,1,6
r,6,0.148148148,0.148148148,6,1
o,6,0.04,0.02,1,3
y,4,0.058823529,0.019607843,1,9
g,4,0.307692308,0.076923077,7,3
h,4,0.040816327,0.040816327,3,1
y,4,0.254901961,0.058823529,4,3
f,6,0.18,0.06,8,2
k,8,0.26984127,0.031746032,5,6
g,2,0.179487179,0.038461538,4,3
o,8,0.14,0.04,2,4
z,6,0.093023256,0.046511628,2,2
d,8,0.196969697,0.015151515,2,11
e,6,0.270833333,0.020833333,2,8
b,2,0.133333333,0.05,3,7
p,4,0.106060606,0.015151515,2,2
s,4,0.255813953,0.093023256,4,3
x,8,0.127659574,0.021276596,3,3
l,8,0.1,0.1,3,1
l,6,0.1,0.1,3,1
i,6,0.3,0.066666667,5,3
t,8,0.324324324,0.054054054,2,7
x,4,0.191489362,0.042553191,3,3
c,8,0.272727273,0.022727273,5,4
o,8,0.04,0.04,3,1
k,6,0.26984127,0.063492063,4,4
i,1,0.033333333,0.033333333,6,0
h,2,0.12244898,0.06122449,4,6
j,6,0.095238095,-0.904761905,5,0
w,8,0.164179104,0.044776119,3,8
i,8,0.2,0.066666667,4,2
g,6,0.269230769,0.025641026,3,6
g,4,0.128205128,0.012820513,2,5
q,2,0.164179104,0.044776119,5,2
x,8,0.106382979,0.042553191,3,2
h,4,0.183673469,0.040816327,4,4
r,1,0.296296296,0.148148148,8,0
q,8,0.164179104,0.044776119,4,2
f,6,0.24,0.06,6,3
t,2,0.135135135,0.081081081,5,2
z,6,0.162790698,0.162790698,8,1
e,4,0.104166667,0.041666667,4,2
w,8,0.104477612,0.059701493,11,1
j,4,0.261904762,0.095238095,3,4
h,2,0.102040816,0.06122449,8,2
q,2,0.119402985,0.014925373,2,7
l,8,0.166666667,0.033333333,2,4
x,2,0.212765957,0.063829787,3,8
d,6,0.106060606,0.045454545,3,2
v,4,0.131578947,0.026315789,2,3
r,6,0.111111111,0.037037037,1,8
t,6,0.243243243,0.054054054,2,4
p,4,0.287878788,0.03030303,4,5
n,8,0.277777778,0.111111111,9,2
q,7,0.074626866,0.074626866,0,5
d,2,0.196969697,0.045454545,7,4
b,6,0.083333333,0.016666667,2,5
c,2,0.295454545,0.090909091,6,3
r,6,0.148148148,0.037037037,2,3
q,6,0.298507463,0.044776119,3,10
b,4,0.05,0.05,3,1
d,2,0.272727273,0.075757576,6,5
v,8,0.052631579,0.026315789,3,3
z,8,0.162790698,0.162790698,8,1
c,4,0.272727273,0.045454545,2,7
h,3,0.040816327,0.040816327,0,6
j,4,0.047619048,-0.952380952,5,0
d,8,0.196969697,0.045454545,4,3
m,8,0.095890411,0.01369863,2,6
q,6,0.149253731,0.074626866,9,1
f,2,0.08,0.08,6,1
d,4,0.075757576,0.045454545,6,2
o,8,0.16,0.06,3,3
a,6,0.16,0.06,3,2
c,4,0.272727273,0.090909091,5,3
o,8,0.08,0.02,1,5
e,6,0.0625,-0.666666667,6,0
a,8,0.22,0.1,5,2
z,6,0.255813953,0.046511628,2,8
t,2,0.324324324,0.054054054,3,5
t,6,0.054054054,0.027027027,1,2
n,8,0.185185185,0.074074074,6,2
y,4,0.31372549,0.058823529,5,4
m,2,0.164383562,0.082191781,7,2
y,6,0.078431373,0.039215686,2,1
n,8,0.092592593,0.037037037,3,2
b,2,0.25,0.1,6,6
g,6,0.076923077,0.012820513,1,4
t,6,0.216216216,0.081081081,3,2
y,2,0.117647059,0.058823529,4,1
g,6,0.08974359,0.038461538,2,2
e,6,0.166666667,0.104166667,7,1
u,2,0.063829787,0.063829787,5,1
p,6,0.257575758,0.075757576,6,3
t,4,0.243243243,0.108108108,3,3
u,4,0.170212766,0.063829787,5,2
b,2,0.15,0.083333333,5,6
m,8,0.095890411,0.02739726,3,3
j,4,0.166666667,0.047619048,3,2
q,5,0.119402985,0.104477612,6,0
j,4,0.047619048,-0.952380952,4,0
a,8,0.14,0.06,3,2
q,4,0.089552239,-0.910447761,9,0
h,7,0.163265306,0.163265306,0,6
y,2,0.137254902,-0.764705882,8,0
g,6,0.076923077,0.012820513,1,4
g,6,0.102564103,0.012820513,1,7
y,4,0.117647059,0.058823529,3,1
b,8,0.183333333,0.05,3,4
a,2,0.24,0.04,4,6
h,6,0.224489796,0.040816327,5,4
z,8,0.11627907,0.046511628,4,2
q,6,0.044776119,0.014925373,1,6
b,8,0.05,0.033333333,2,2
q,5,0.119402985,0.104477612,6,0
o,2,0.2,0.04,2,6
o,4,0.1,0.02,1,7
y,5,0.235294118,0.137254902,7,0
w,2,0.134328358,0.059701493,6,2
k,8,0.142857143,0.031746032,4,3
b,6,0.116666667,0.033333333,3,3
e,8,0.041666667,0.020833333,2,3
c,8,0.136363636,0.068181818,4,2
i,2,0.1,0.033333333,2,3
l,6,0.033333333,0.033333333,0,11
j,4,0.166666667,0.047619048,3,2
i,4,0.233333333,0.066666667,1,12
h,6,0.244897959,0.040816327,4,5
t,4,0.162162162,0.081081081,2,3
k,4,0.047619048,0.031746032,1,2
v,6,0.315789474,0.078947368,3,8
h,6,0.265306122,0.040816327,3,6
y,2,0.254901961,0.078431373,6,2
h,4,0.183673469,0.040816327,5,4
s,2,0.23255814,0.046511628,2,7
i,6,0.066666667,0.033333333,0,7
d,2,0.045454545,0.045454545,7,1
m,6,0.273972603,0.095890411,12,2
s,6,0.046511628,0.023255814,1,1
v,2,0.289473684,0.026315789,3,5
h,2,0.081632653,0.081632653,5,5
h,8,0.12244898,0.12244898,6,1
t,6,0.027027027,-0.243243243,2,0
c,8,0.159090909,0.090909091,6,1
c,6,0.272727273,0.068181818,4,3
g,8,0.051282051,0.012820513,1,11
n,8,0.092592593,0.092592593,5,1
a,6,0.12,0.02,1,7
j,8,0.047619048,-0.642857143,4,0
i,8,0.2,0.066666667,4,2
k,4,0.174603175,0.015873016,1,10
d,8,0.060606061,-0.606060606,6,0
z,4,0.255813953,0.069767442,4,3
n,8,0.203703704,0.055555556,5,3
e,8,0.25,0.020833333,5,4
t,6,0.189189189,0.027027027,1,7
k,6,0.126984127,0.126984127,7,1
r,6,0.037037037,0.037037037,1,1
s,4,0.11627907,0.046511628,3,2
b,2,0.116666667,0.066666667,4,6
s,2,0.046511628,0.046511628,3,1
l,7,0.266666667,0.066666667,0,8
b,8,0.1,0.066666667,5,1
s,2,0.23255814,0.046511628,2,7
c,8,0.204545455,0.090909091,5,2
o,6,0.22,0.06,3,4
g,6,0.025641026,0.025641026,1,1
s,2,0.11627907,0.046511628,4,2
v,4,0.157894737,0.157894737,7,1
j,6,0.19047619,0.047619048,1,2
y,6,0.137254902,0.078431373,8,1
z,6,0.302325581,0.139534884,8,2
h,6,0.306122449,0.06122449,6,4
t,8,0.135135135,0.081081081,3,1
n,6,0.111111111,0.018518519,1,5
v,6,0.105263158,0.052631579,7,1
k,2,0.253968254,0.047619048,5,10
h,2,0.244897959,0.040816327,3,10
q,6,0.194029851,0.044776119,8,2
d,6,0.287878788,0.03030303,4,6
v,2,0.184210526,0.184210526,8,1
s,8,0.069767442,0.023255814,1,4
z,8,0.279069767,0.069767442,6,3
x,2,0.106382979,0.106382979,6,1
l,4,0.033333333,0.033333333,1,1
f,6,0.32,0.06,3,7
e,3,0.104166667,0.104166667,0,6
o,6,0.22,0.04,2,6
e,4,0.145833333,0.0625,3,3
s,6,0.069767442,-0.302325581,3,0
o,2,0.14,0.06,5,2
a,4,0.32,0.08,4,5
s,6,0.069767442,0.023255814,1,2
a,4,0.26,0.08,5,3
b,2,0.15,0.083333333,5,6
j,4,0.238095238,0.071428571,1,14
a,2,0.06,0.02,3,3
g,4,0.205128205,0.051282051,5,3
s,2,0.069767442,0.023255814,1,7
x,8,0.085106383,0.021276596,2,8
f,4,0.32,0.04,3,9
v,2,0.263157895,0.052631579,4,4
a,3,0.32,0.1,0,8
q,2,0.268656716,0.074626866,8,2
d,4,0.075757576,0.03030303,2,7
l,6,0.3,0.033333333,2,8
k,3,0.047619048,0.047619048,0,6
x,6,0.14893617,0.021276596,2,5
p,4,0.045454545,-0.075757576,2,0
n,6,0.240740741,0.037037037,2,6
k,6,0.301587302,0.095238095,6,3
y,8,0.039215686,0.019607843,4,3
w,2,0.149253731,0.014925373,3,5
x,8,0.14893617,0.14893617,7,1
h,2,0.183673469,0.040816327,2,12
n,6,0.185185185,0.055555556,3,3
q,2,0.029850746,0.014925373,2,1
v,6,0.052631579,0.026315789,4,1
q,8,0.28358209,0.089552239,7,3
e,2,0.208333333,0.041666667,3,6
h,6,0.142857143,0.020408163,2,6
w,2,0.164179104,0.014925373,3,6
x,4,0.234042553,0.106382979,5,2
k,6,0.079365079,0.015873016,1,4
l,7,0.2,0.066666667,0,7
z,6,0.186046512,0.046511628,3,3
r,6,0.111111111,0.037037037,2,2
x,8,0.191489362,0.085106383,5,2
d,6,0.287878788,0.106060606,9,2
w,8,0.044776119,-0.746268657,10,0
t,4,0.081081081,0.054054054,2,2
x,4,0.255319149,0.021276596,3,5
m,6,0.150684932,0.054794521,6,2
o,2,0.18,0.06,4,3
s,8,0.069767442,0.046511628,2,2
a,4,0.06,0.02,1,5
f,7,0.24,0.06,0,8
p,4,0.075757576,-0.409090909,4,0
l,7,0.133333333,0.133333333,0,6
o,6,0.16,0.12,7,1
z,4,0.139534884,0.046511628,2,3
o,2,0.22,0.1,8,2
f,4,0.04,0.02,3,3
v,2,0.263157895,0.052631579,4,4
g,2,0.153846154,0.012820513,3,5
h,2,0.040816327,0.020408163,2,6
j,8,0.261904762,0.047619048,4,4
m,5,0.150684932,0.109589041,6,0
x,4,0.255319149,0.021276596,3,5
y,8,0.039215686,0.019607843,1,11
r,8,0.222222222,0.074074074,6,2
e,8,0.3125,0.145833333,8,2
k,5,0.031746032,0.031746032,5,0
u,2,0.042553191,0.021276596,2,2
u,6,0.29787234,0.042553191,5,4
x,2,0.234042553,0.042553191,4,6
p,8,0.136363636,0.060606061,6,3
b,4,0.166666667,0.05,4,3
f,8,0.16,0.04,4,10
e,2,0.104166667,0.104166667,8,1
c,6,0.181818182,0.113636364,8,1
g,8,0.153846154,0.025641026,2,11
d,6,0.03030303,0.03030303,2,1
j,2,0.047619048,-0.761904762,5,0
u,2,0.234042553,0.063829787,2,8
r,4,0.037037037,0.037037037,1,1
r,6,0.111111111,0.111111111,3,1
a,4,0.22,0.12,7,2
o,4,0.04,0.04,3,1
t,2,0.189189189,0.081081081,3,3
i,8,0.1,0.1,3,1
t,6,0.243243243,0.054054054,2,4
k,8,0.095238095,0.031746032,2,8
x,2,0.29787234,0.042553191,5,5
f,8,0.24,0.04,6,5
n,2,0.12962963,0.037037037,3,4
u,8,0.042553191,0.042553191,1,1
x,7,0.191489362,0.191489362,0,6
t,2,0.054054054,0.027027027,1,4
w,8,0.223880597,0.044776119,5,5
r,6,0.074074074,0.074074074,2,1
b,4,0.05,0.05,6,1
c,8,0.113636364,0.022727273,2,7
h,2,0.040816327,0.040816327,3,5
j,2,0.261904762,0.095238095,5,4
v,8,0.263157895,0.078947368,5,3
k,1,0.031746032,0.031746032,6,0
l,8,0.2,0.066666667,4,2
p,8,0.212121212,0.045454545,4,7
r,6,0.037037037,0.037037037,1,1
s,2,0.162790698,0.069767442,5,2
n,6,0.111111111,0.111111111,5,1
i,4,0.1,0.066666667,1,5
z,8,0.093023256,0.093023256,5,1
g,2,0.051282051,0.012820513,1,9
c,7,0.068181818,0.068181818,0,5
v,4,0.131578947,0.131578947,6,1
z,8,0.069767442,0.069767442,4,1
c,1,0.113636364,0.113636364,7,0
g,8,0.102564103,0.012820513,2,9
r,1,0.148148148,0.074074074,7,0
d,4,0.272727273,0.045454545,3,11
g,2,0.166666667,0.076923077,7,1
t,4,0.324324324,0.054054054,2,6
a,6,0.1,0.02,1,6
s,2,0.093023256,0.046511628,3,2
z,6,0.186046512,0.046511628,3,3
j,6,0.071428571,-0.119047619,1,0
g,8,0.128205128,0.038461538,5,2
x,8,0.319148936,0.14893617,8,2
r,6,0.111111111,0.111111111,3,1
v,4,0.315789474,0.026315789,3,6
m,8,0.219178082,0.054794521,8,3
i,8,0.266666667,0.033333333,2,7
o,4,0.06,0.06,4,1
j,4,0.119047619,0.047619048,1,5
l,8,0.2,0.066666667,4,2
a,1,0.26,0.18,8,0
v,5,0.157894737,0.105263158,7,0
y,8,0.176470588,0.078431373,7,2
h,4,0.285714286,0.040816327,2,12
m,8,0.04109589,0.04109589,3,1
z,8,0.162790698,0.023255814,3,6
w,8,0.104477612,0.059701493,12,1
q,8,0.149253731,0.074626866,7,1
l,6,0.1,0.033333333,2,2
t,2,0.216216216,0.027027027,2,6
u,6,0.276595745,0.042553191,3,6
a,6,0.14,0.1,5,1
w,4,0.089552239,0.014925373,2,4
k,4,0.111111111,0.063492063,3,2
z,4,0.186046512,0.046511628,3,3
c,6,0.204545455,0.045454545,2,5
v,2,0.263157895,0.052631579,4,4
v,5,0.157894737,0.105263158,7,0
r,8,0.148148148,0.037037037,4,3
s,2,0.046511628,0.023255814,2,2
y,4,0.294117647,0.058823529,3,9
u,6,0.29787234,0.042553191,5,4
c,8,0.045454545,-0.340909091,5,0
w,2,0.268656716,0.119402985,11,2
d,2,0.060606061,0.015151515,2,4
e,2,0.270833333,0.104166667,6,3
d,6,0.136363636,0.045454545,2,4
q,3,0.194029851,0.104477612,0,6
h,4,0.102040816,0.06122449,4,2
m,4,0.273972603,0.04109589,3,6
m,6,0.219178082,0.04109589,2,7
p,7,0.257575758,0.075757576,0,8
f,4,0.04,0.04,5,1
c,2,0.045454545,0.022727273,2,3
d,8,0.03030303,0.03030303,2,1
z,8,0.11627907,0.046511628,4,2
n,6,0.259259259,0.055555556,4,4
j,8,0.214285714,0.047619048,3,4
m,8,0.082191781,0.02739726,4,2
m,8,0.054794521,0.01369863,2,3
c,6,0.136363636,0.068181818,3,2
i,5,0.1,0.1,5,0
m,4,0.02739726,0.01369863,0,2
t,8,0.162162162,0.108108108,4,1
p,6,0.151515152,0.075757576,6,1
x,4,0.234042553,0.042553191,3,4
p,4,0.257575758,0.03030303,5,3
p,8,0.045454545,0.015151515,1,7
d,6,0.090909091,0.060606061,4,1
g,8,0.243589744,0.051282051,5,4
n,4,0.111111111,0.018518519,1,4
k,4,0.174603175,0.031746032,2,5
h,2,0.204081633,0.040816327,3,9
z,6,0.302325581,0.139534884,8,2
i,2,0.166666667,0.1,5,2
v,2,0.236842105,0.105263158,6,2
y,2,0.137254902,-0.764705882,8,0
k,6,0.253968254,0.111111111,9,2
h,4,0.224489796,0.040816327,3,5
q,6,0.194029851,0.059701493,4,5
k,8,0.238095238,0.111111111,8,2
s,6,0.162790698,0.023255814,2,3
q,8,0.194029851,0.044776119,5,2
x,4,0.191489362,0.085106383,4,2
j,2,0.214285714,0.023809524,2,9
e,6,0.1875,0.0625,3,3
u,8,0.042553191,0.042553191,1,1
p,2,0.151515152,0.045454545,4,2
h,8,0.265306122,0.040816327,3,6
